Tipo Doc,Documento,Nombre,Apellido,Mail,Fecha de colaboracion,Forma de colaboracion,Cantidad
LE,9327399897,Cassy,Dufaire,cdufaireli@typepad.com,3/19/2024,DONACION_VIANDAS,19
DNI,3013117494,Otis,Glander,oglanderlj@phoca.cz,4/26/2024,REDISTRIBUCION_VIANDAS,18
LE,9397279386,Xena,Bineham,xbinehamlk@miitbeian.gov.cn,9/3/2024,DINERO,8
DNI,7623486829,Bryanty,Fumagall,bfumagallll@soup.io,12/2/2023,DINERO,34
LC,6527272650,Maible,Redwood,mredwoodlm@ted.com,11/16/2023,DONACION_VIANDAS,58
DNI,1361317736,Jammal,Pirelli,jpirelliln@squarespace.com,2/17/2024,DONACION_VIANDAS,51
LC,1405669950,Joelly,Brahms,jbrahmslo@si.edu,12/12/2023,REDISTRIBUCION_VIANDAS,26
DNI,5332871112,Chase,Sissland,csisslandlp@hc360.com,10/12/2023,DONACION_VIANDAS,58
LC,4445820733,Mattias,Dignon,mdignonlq@t-online.de,2/22/2024,DONACION_VIANDAS,20
LC,6257201489,Dare,Badgers,dbadgerslr@mlb.com,4/11/2024,DONACION_VIANDAS,56
LC,7738262613,Allyson,Henlon,ahenlonls@goo.gl,2/8/2024,DINERO,64
LE,7541379417,Shaylah,Jemison,sjemisonlt@cam.ac.uk,3/4/2023,REDISTRIBUCION_VIANDAS,43
DNI,1010787586,Horace,Flood,hfloodlu@jalbum.net,10/19/2023,DONACION_VIANDAS,3
LC,3592950037,Casie,Debold,cdeboldlv@ucla.edu,5/9/2024,DONACION_VIANDAS,27
LE,0979036879,Zonda,Wintersgill,zwintersgilllw@newyorker.com,3/16/2024,REDISTRIBUCION_VIANDAS,3
DNI,5724128985,Rudolph,Rawles,rrawleslx@ovh.net,11/2/2023,REDISTRIBUCION_VIANDAS,29
LE,4033143599,Corny,Mayor,cmayorly@bravesites.com,5/16/2024,DINERO,35
LE,9496587445,Tannie,Steane,tsteanelz@1und1.de,4/8/2024,REDISTRIBUCION_VIANDAS,80
DNI,5328748204,Harris,Twigge,htwiggem0@amazon.co.uk,11/22/2023,DONACION_VIANDAS,63
DNI,8981540896,Bibi,Townes,btownesm1@latimes.com,5/2/2023,REDISTRIBUCION_VIANDAS,61
LE,4617241957,Gibbie,Fealty,gfealtym2@sakura.ne.jp,2/2/2024,DINERO,28
LE,5214242913,Lek,Radoux,lradouxm3@vk.com,5/23/2024,ENTREGA_TARJETAS,79
LE,1528363108,Flory,Dunnion,fdunnionm4@time.com,11/14/2023,DINERO,56
LC,2267259176,Yoshiko,Turfus,yturfusm5@wordpress.com,9/10/2024,REDISTRIBUCION_VIANDAS,96
LC,6015898852,Letizia,Healeas,lhealeasm6@comcast.net,4/11/2023,DONACION_VIANDAS,10
LE,7349941145,Poppy,Coll,pcollm7@fc2.com,5/25/2024,ENTREGA_TARJETAS,85
LE,4299335805,Ebeneser,Robertazzi,erobertazzim8@bizjournals.com,11/25/2023,DINERO,5
DNI,5306358497,Jakie,MacNeil,jmacneilm9@omniture.com,2/12/2024,DINERO,45
LE,2456819217,Annamarie,Sherlaw,asherlawma@ustream.tv,7/9/2023,DINERO,46
LC,0824375939,Montague,Margery,mmargerymb@va.gov,4/1/2024,DINERO,70
LC,5703327733,Arlee,Setchell,asetchellmc@mac.com,12/10/2023,REDISTRIBUCION_VIANDAS,9
DNI,8136454930,Jedd,Elsey,jelseymd@rediff.com,8/3/2024,ENTREGA_TARJETAS,93
LE,2603952323,Leonid,Rounding,lroundingme@github.io,9/16/2023,DINERO,34
LC,2538062829,Vachel,Shearme,vshearmemf@nydailynews.com,5/6/2024,ENTREGA_TARJETAS,34
DNI,0691531234,Lucias,Bontoft,lbontoftmg@dropbox.com,4/14/2023,ENTREGA_TARJETAS,57
LC,2885908017,Henrieta,Everiss,heverissmh@google.ca,6/13/2024,REDISTRIBUCION_VIANDAS,63
LC,6304579179,Malena,Fisbburne,mfisbburnemi@indiatimes.com,2/3/2023,REDISTRIBUCION_VIANDAS,75
LC,5110139245,Elfrida,Barstow,ebarstowmj@technorati.com,11/8/2023,REDISTRIBUCION_VIANDAS,72
LE,3932389077,Langston,Jerrolt,ljerroltmk@cnet.com,12/19/2023,REDISTRIBUCION_VIANDAS,83
LC,9638637994,Tonia,Andreoletti,tandreolettiml@java.com,5/24/2023,ENTREGA_TARJETAS,95
LE,6331594809,Jonie,Stanesby,jstanesbymm@constantcontact.com,5/11/2024,DONACION_VIANDAS,69
LE,2650309121,Tanitansy,Camocke,tcamockemn@oakley.com,6/29/2023,REDISTRIBUCION_VIANDAS,6
LC,7310216784,Inga,Flucker,ifluckermo@geocities.jp,7/26/2024,ENTREGA_TARJETAS,27
DNI,4168916480,Kittie,Pallesen,kpallesenmp@ifeng.com,7/26/2023,ENTREGA_TARJETAS,10
LC,0040947130,Johnathan,Gethen,jgethenmq@jimdo.com,8/11/2024,ENTREGA_TARJETAS,43
LC,2612125477,Jaymee,Bilbie,jbilbiemr@webnode.com,2/4/2023,DINERO,35
LE,7008774222,Mair,Gouge,mgougems@guardian.co.uk,7/12/2023,DONACION_VIANDAS,36
LC,8910973013,Konrad,Raymont,kraymontmt@mozilla.com,1/5/2024,DONACION_VIANDAS,33
DNI,8063881184,Sutherlan,Claypool,sclaypoolmu@ed.gov,2/11/2023,DONACION_VIANDAS,73
LE,3743015730,Reggi,Lillyman,rlillymanmv@prnewswire.com,1/1/2024,ENTREGA_TARJETAS,21
LE,2898891932,Nicole,Adanet,nadanetmw@nbcnews.com,7/31/2023,DINERO,84
LC,1456791702,Marieann,Farren,mfarrenmx@amazon.co.uk,6/16/2024,ENTREGA_TARJETAS,18
LE,7112296684,Marjory,Pestridge,mpestridgemy@github.com,10/5/2023,REDISTRIBUCION_VIANDAS,61
LE,9275441979,Merridie,Shee,msheemz@java.com,11/6/2023,ENTREGA_TARJETAS,76
LE,2101383411,Rhodie,Mauro,rmauron0@scribd.com,11/29/2023,DINERO,26
LC,9312913077,Megan,Gosnay,mgosnayn1@lulu.com,6/24/2024,ENTREGA_TARJETAS,100
LE,9178751292,Cherye,Roggerone,croggeronen2@ustream.tv,2/29/2024,ENTREGA_TARJETAS,97
LC,8099110013,Kakalina,Ochterlonie,kochterlonien3@fc2.com,12/20/2023,DONACION_VIANDAS,1
LE,0963616773,Corliss,Cherry,ccherryn4@xinhuanet.com,7/7/2024,DINERO,81
LE,0113017294,Beaufort,Tanswill,btanswilln5@parallels.com,12/12/2023,REDISTRIBUCION_VIANDAS,47
LC,3786128669,Jayne,Jouaneton,jjouanetonn6@wired.com,3/16/2023,DINERO,78
DNI,6108036494,Tiphanie,Riccioppo,triccioppon7@sakura.ne.jp,9/5/2024,DONACION_VIANDAS,56
DNI,0673586065,Greggory,Ranyard,granyardn8@google.com.hk,10/14/2023,DONACION_VIANDAS,42
LE,1565643135,Borden,Amys,bamysn9@ox.ac.uk,8/7/2024,REDISTRIBUCION_VIANDAS,45
LC,8747319836,Rasla,Berks,rberksna@edublogs.org,10/14/2023,DONACION_VIANDAS,49
LC,1607080532,Fabian,Giacometti,fgiacomettinb@imdb.com,9/6/2024,ENTREGA_TARJETAS,85
DNI,4376603694,Eli,Keyworth,ekeyworthnc@elpais.com,6/14/2024,DONACION_VIANDAS,38
LC,3121269879,Cherlyn,Jasper,cjaspernd@fc2.com,10/29/2023,DINERO,46
LC,0342329472,Eddie,Pennaman,epennamanne@google.es,6/27/2024,DINERO,32
DNI,9485099924,Hughie,Razzell,hrazzellnf@wikia.com,11/6/2023,DONACION_VIANDAS,92
LC,8564476894,Frederich,Jouandet,fjouandetng@who.int,7/22/2023,REDISTRIBUCION_VIANDAS,36
LE,8572996796,Penelopa,Dougan,pdougannh@dmoz.org,11/13/2023,DONACION_VIANDAS,12
LC,3166283005,Binky,Yorke,byorkeni@opera.com,1/26/2024,DINERO,12
LC,5190689808,Arin,Dawkes,adawkesnj@networksolutions.com,9/2/2024,DINERO,3
LC,1224980891,Kip,Le Borgne,kleborgnenk@mapquest.com,6/5/2023,DINERO,71
LE,8129666278,Tabatha,Surgenor,tsurgenornl@ucoz.com,4/3/2023,DONACION_VIANDAS,13
DNI,2161193287,Dede,Feirn,dfeirnnm@goo.gl,1/8/2024,DINERO,81
LC,3462262181,Omero,Eatock,oeatocknn@indiegogo.com,9/1/2024,DONACION_VIANDAS,93
LC,3752850108,Sibley,Hounsom,shounsomno@liveinternet.ru,7/18/2023,DINERO,66
LE,9857092586,Shirline,Oyley,soyleynp@jimdo.com,9/14/2023,ENTREGA_TARJETAS,49
LC,9788594670,Natale,Wren,nwrennq@dailymotion.com,5/4/2024,ENTREGA_TARJETAS,41
DNI,7457091114,Brod,Pedro,bpedronr@issuu.com,4/9/2024,DINERO,47
DNI,4377572075,Bridie,Croson,bcrosonns@woothemes.com,2/28/2024,DINERO,26
DNI,9135426527,Cheryl,Strothers,cstrothersnt@independent.co.uk,8/13/2023,DINERO,34
LE,6080604639,Felike,McIlmurray,fmcilmurraynu@github.io,12/26/2023,DINERO,17
DNI,3079188942,Ryan,Morcomb,rmorcombnv@china.com.cn,2/16/2023,ENTREGA_TARJETAS,74
LC,6458308620,Kimbra,Doel,kdoelnw@tiny.cc,4/3/2024,ENTREGA_TARJETAS,70
DNI,1123679517,Kayne,Brimelow,kbrimelownx@squarespace.com,8/31/2023,DINERO,34
LC,5870361753,Fern,Polding,fpoldingny@cpanel.net,6/21/2023,DONACION_VIANDAS,24
DNI,7448349333,Jake,Aucoate,jaucoatenz@craigslist.org,7/10/2023,REDISTRIBUCION_VIANDAS,15
LC,1982498358,Ram,Saylor,rsayloro0@loc.gov,7/14/2023,ENTREGA_TARJETAS,33
LE,3411123796,Avrit,Schlagman,aschlagmano1@princeton.edu,3/31/2024,REDISTRIBUCION_VIANDAS,56
LC,7519374033,Kippar,Exell,kexello2@is.gd,2/4/2023,DINERO,91
LC,2324704838,Arnoldo,Brodnecke,abrodneckeo3@mediafire.com,6/1/2023,REDISTRIBUCION_VIANDAS,51
LE,7952010301,Ranique,Pache,rpacheo4@mail.ru,4/18/2023,ENTREGA_TARJETAS,79
LC,9898123575,Grier,Kleinsmuntz,gkleinsmuntzo5@altervista.org,6/27/2023,ENTREGA_TARJETAS,8
LC,0743867467,Christiana,Dobney,cdobneyo6@seattletimes.com,7/4/2023,ENTREGA_TARJETAS,20
LE,6433160379,Dill,Eskriet,deskrieto7@ehow.com,5/3/2024,REDISTRIBUCION_VIANDAS,37
DNI,3482230765,Erhard,Poyser,epoysero8@tinyurl.com,3/14/2023,ENTREGA_TARJETAS,67
LC,0668693584,Elysha,Denidge,edenidgeo9@webs.com,3/5/2023,ENTREGA_TARJETAS,83
LE,8855080202,Holli,Fowlston,hfowlstonoa@ucsd.edu,9/12/2023,DONACION_VIANDAS,91
LE,9615410918,Aila,Yedy,ayedyob@google.com,10/15/2023,ENTREGA_TARJETAS,70
LE,6723437608,Boyce,Enderle,benderleoc@rediff.com,8/24/2024,DINERO,88
LE,3822862320,Birdie,Braidon,bbraidonod@loc.gov,12/1/2023,DINERO,45
LC,1634083202,Dorena,Quickfall,dquickfalloe@shutterfly.com,8/23/2024,ENTREGA_TARJETAS,26
DNI,7910390564,Felix,Senechault,fsenechaultof@ed.gov,5/12/2023,DONACION_VIANDAS,1
DNI,1696850754,Kaspar,Djekovic,kdjekovicog@alexa.com,6/12/2024,ENTREGA_TARJETAS,62
DNI,2888253119,Ferdinanda,Milnes,fmilnesoh@auda.org.au,7/16/2024,DINERO,42
LE,9892636821,Paulo,Kiddle,pkiddleoi@auda.org.au,4/5/2023,DONACION_VIANDAS,47
LC,2146780258,Mychal,Bruffell,mbruffelloj@jimdo.com,4/8/2023,DONACION_VIANDAS,97
LC,6227167118,Shelba,Burdett,sburdettok@1und1.de,12/16/2023,ENTREGA_TARJETAS,44
LC,0883619792,Gwenora,Sellars,gsellarsol@fastcompany.com,7/1/2024,DINERO,56
LE,6882227403,Adolphus,Quayle,aquayleom@123-reg.co.uk,5/22/2024,REDISTRIBUCION_VIANDAS,97
LE,0277958865,Elsbeth,Haddow,ehaddowon@unc.edu,10/22/2023,DONACION_VIANDAS,91
LE,7811753545,Tim,Worstall,tworstalloo@miibeian.gov.cn,5/25/2023,ENTREGA_TARJETAS,7
DNI,5624727739,Julissa,Vowles,jvowlesop@usnews.com,5/13/2024,DONACION_VIANDAS,28
LC,1600113060,Clare,Kilborn,ckilbornoq@slashdot.org,9/4/2024,REDISTRIBUCION_VIANDAS,83
LE,3217101022,Ginevra,Guesford,gguesfordor@chicagotribune.com,4/1/2024,DONACION_VIANDAS,99
DNI,7499357937,Ilyssa,Bedson,ibedsonos@about.com,7/19/2023,REDISTRIBUCION_VIANDAS,81
LC,2027944737,Audra,Skahill,askahillot@live.com,5/13/2024,ENTREGA_TARJETAS,67
LE,1153665522,Moise,England,menglandou@time.com,3/7/2023,DINERO,78
LC,8607781529,Odella,Redhole,oredholeov@last.fm,12/15/2023,ENTREGA_TARJETAS,52
LC,1442766050,Malanie,Adriaens,madriaensow@japanpost.jp,10/7/2023,REDISTRIBUCION_VIANDAS,51
LE,9773633748,Goldarina,Mercy,gmercyox@latimes.com,2/10/2024,ENTREGA_TARJETAS,68
DNI,6273559716,Cyril,Tuxsell,ctuxselloy@fotki.com,9/28/2023,DINERO,3
LC,2625423730,Shaw,Whiting,swhitingoz@goo.ne.jp,10/10/2023,DINERO,10
DNI,6362367979,Artus,Afield,aafieldp0@seesaa.net,2/2/2024,REDISTRIBUCION_VIANDAS,31
LE,1956611339,Thibaud,Spear,tspearp1@phoca.cz,7/30/2024,REDISTRIBUCION_VIANDAS,3
LE,1580719627,Tessy,Raeburn,traeburnp2@mozilla.com,3/1/2024,DINERO,77
LE,1996229419,Alistair,Coulton,acoultonp3@loc.gov,10/8/2023,ENTREGA_TARJETAS,4
DNI,4083981032,Jeffy,Dominguez,jdominguezp4@spiegel.de,10/7/2023,DONACION_VIANDAS,1
DNI,9550905888,Ignazio,Leyband,ileybandp5@mtv.com,9/11/2023,DINERO,14
LE,0129118389,Candida,Daveren,cdaverenp6@themeforest.net,9/5/2023,DONACION_VIANDAS,64
DNI,0587422130,Emelen,Edbrooke,eedbrookep7@naver.com,6/10/2024,REDISTRIBUCION_VIANDAS,57
DNI,9793381965,Romy,Compston,rcompstonp8@w3.org,2/28/2023,DINERO,3
LE,2972737679,Dorree,Cicero,dcicerop9@imageshack.us,8/23/2024,DONACION_VIANDAS,92
DNI,6757685485,Brandea,Scully,bscullypa@mozilla.com,4/2/2023,DONACION_VIANDAS,53
DNI,3784653049,Galvan,Doll,gdollpb@dailymotion.com,5/8/2024,ENTREGA_TARJETAS,11
LC,3463126788,Anton,Mounsey,amounseypc@nationalgeographic.com,7/4/2024,ENTREGA_TARJETAS,85
DNI,3199430279,Chicky,Stoodley,cstoodleypd@reuters.com,7/5/2023,DONACION_VIANDAS,42
LC,8095055255,Gratiana,Gegay,ggegaype@slate.com,6/8/2023,DONACION_VIANDAS,5
LE,1273980689,Christoforo,Binham,cbinhampf@tiny.cc,2/9/2024,ENTREGA_TARJETAS,9
LC,7670954035,Blondy,Venning,bvenningpg@ucsd.edu,6/28/2023,DONACION_VIANDAS,21
LE,8744740026,Valaree,Merrell,vmerrellph@sphinn.com,4/30/2023,ENTREGA_TARJETAS,43
DNI,3126722520,Dorothea,Hillburn,dhillburnpi@hostgator.com,12/9/2023,REDISTRIBUCION_VIANDAS,76
DNI,3633052712,Piper,Innis,pinnispj@fastcompany.com,7/10/2023,ENTREGA_TARJETAS,21
DNI,6661397187,Tiffany,Ferrettino,tferrettinopk@ifeng.com,1/2/2024,DINERO,35
LE,6103836166,Erroll,McCaffrey,emccaffreypl@ibm.com,12/1/2023,DINERO,50
LC,3955851923,Micky,Pierucci,mpieruccipm@discovery.com,3/18/2024,REDISTRIBUCION_VIANDAS,80
DNI,3380772887,Jobi,Espine,jespinepn@list-manage.com,5/9/2024,ENTREGA_TARJETAS,20
LC,7311381169,Edsel,Moodie,emoodiepo@nyu.edu,2/19/2023,REDISTRIBUCION_VIANDAS,52
LC,0709264844,Juliana,Lowres,jlowrespp@unesco.org,8/6/2024,DINERO,1
DNI,3065821966,Terrell,Scrinage,tscrinagepq@google.es,1/9/2024,ENTREGA_TARJETAS,17
LC,3527555358,Ingrim,Charlesworth,icharlesworthpr@google.com.hk,4/12/2024,DINERO,22
LC,1611433975,Danny,Franceschi,dfranceschips@fc2.com,12/28/2023,ENTREGA_TARJETAS,13
DNI,6738480997,Bernice,Lippini,blippinipt@sphinn.com,10/12/2023,DINERO,89
LC,2276120576,Arlina,Kenvin,akenvinpu@cafepress.com,2/14/2024,ENTREGA_TARJETAS,2
LE,0306841436,Dedra,Krolle,dkrollepv@studiopress.com,3/11/2024,REDISTRIBUCION_VIANDAS,22
LE,6764841284,Fredelia,Outhwaite,fouthwaitepw@intel.com,8/4/2023,DONACION_VIANDAS,85
LE,5983964658,Charmian,Orts,cortspx@hhs.gov,5/24/2024,ENTREGA_TARJETAS,94
DNI,7372053137,Chucho,Sillett,csillettpy@biglobe.ne.jp,7/25/2024,ENTREGA_TARJETAS,24
LE,0965589307,Tye,Eastope,teastopepz@chicagotribune.com,3/16/2023,DONACION_VIANDAS,27
LE,6643409756,Hector,Archambault,harchambaultq0@ucsd.edu,7/5/2023,REDISTRIBUCION_VIANDAS,58
DNI,7685803933,Chico,Nisbet,cnisbetq1@goodreads.com,12/9/2023,ENTREGA_TARJETAS,99
DNI,4870186861,Shelba,Oager,soagerq2@aol.com,2/15/2023,DONACION_VIANDAS,44
LE,2352857767,Haskell,Bollins,hbollinsq3@google.ca,12/9/2023,DINERO,15
LC,2632214335,Sauveur,Passion,spassionq4@123-reg.co.uk,7/10/2023,DINERO,91
LC,9904390932,Gilbert,Grief,ggriefq5@chronoengine.com,5/17/2023,DINERO,51
DNI,6136371316,Anabelle,Palatini,apalatiniq6@wordpress.com,7/3/2023,DINERO,39
LC,3045989438,Wilie,Sedwick,wsedwickq7@vinaora.com,4/18/2023,ENTREGA_TARJETAS,6
LE,3374900933,Cherrita,Fike,cfikeq8@flavors.me,12/23/2023,ENTREGA_TARJETAS,11
DNI,3933367190,Ozzy,Statham,ostathamq9@microsoft.com,9/21/2023,DINERO,17
LE,5370563810,Odelle,Noriega,onoriegaqa@odnoklassniki.ru,8/27/2023,REDISTRIBUCION_VIANDAS,77
DNI,2703885830,Kassi,Kenneford,kkennefordqb@bloglines.com,6/3/2023,ENTREGA_TARJETAS,66
LE,7561991797,Pennie,Parcell,pparcellqc@bizjournals.com,8/10/2024,DINERO,73
LC,5447294398,Wilone,Casolla,wcasollaqd@gizmodo.com,2/4/2023,DINERO,25
LC,0841377219,Lammond,Ainger,laingerqe@shutterfly.com,8/26/2023,ENTREGA_TARJETAS,56
DNI,6543709987,Emmott,Sivell,esivellqf@indiatimes.com,7/13/2023,DONACION_VIANDAS,81
LC,7045282192,Cam,Dust,cdustqg@stumbleupon.com,9/16/2023,REDISTRIBUCION_VIANDAS,98
DNI,5983597779,Patrice,Petegre,ppetegreqh@theguardian.com,6/5/2024,DINERO,7
DNI,4053930766,Zacharie,Kingswood,zkingswoodqi@storify.com,5/7/2023,DONACION_VIANDAS,93
DNI,7993588200,Ina,O'Cannovane,iocannovaneqj@nationalgeographic.com,2/18/2024,REDISTRIBUCION_VIANDAS,12
LC,6546591707,Farand,Peotz,fpeotzqk@dmoz.org,8/30/2024,ENTREGA_TARJETAS,82
LC,5488019685,Wade,Burgiss,wburgissql@mozilla.com,6/27/2024,REDISTRIBUCION_VIANDAS,24
LE,5107199143,Brant,Garvie,bgarvieqm@businessweek.com,4/18/2024,DONACION_VIANDAS,31
LC,8964404319,Sabine,Khoter,skhoterqn@bloglovin.com,7/16/2023,ENTREGA_TARJETAS,74
DNI,0439183537,Krystal,Andersson,kanderssonqo@hhs.gov,2/1/2023,ENTREGA_TARJETAS,50
DNI,0723527695,Henrie,Wile,hwileqp@ucoz.com,6/14/2023,DONACION_VIANDAS,26
DNI,3485917966,Cindy,Cratere,ccratereqq@youku.com,2/2/2024,REDISTRIBUCION_VIANDAS,81
DNI,4425195388,Caresa,Cockell,ccockellqr@4shared.com,4/27/2024,DONACION_VIANDAS,27
LE,4239800528,Derrek,Grissett,dgrissettqs@indiatimes.com,5/28/2024,DONACION_VIANDAS,78
DNI,3730936565,Binni,Rubertelli,brubertelliqt@cdbaby.com,4/4/2024,DONACION_VIANDAS,1
DNI,8433723626,Yale,Rennenbach,yrennenbachqu@hexun.com,2/1/2023,ENTREGA_TARJETAS,89
DNI,7084396810,Carmina,Matzl,cmatzlqv@cbslocal.com,8/5/2023,REDISTRIBUCION_VIANDAS,60
DNI,5493349957,Eimile,Pentlow,epentlowqw@behance.net,12/14/2023,REDISTRIBUCION_VIANDAS,78
DNI,2299163190,Everard,Auger,eaugerqx@weather.com,4/2/2023,DINERO,71
DNI,2072682312,Solomon,Porker,sporkerqy@yahoo.co.jp,4/29/2024,DINERO,24
LE,8233670146,Cal,Hlavac,chlavacqz@360.cn,1/3/2024,REDISTRIBUCION_VIANDAS,2
LE,3509782348,Gina,Klain,gklainr0@elegantthemes.com,3/8/2024,DONACION_VIANDAS,55
DNI,3523410959,Sylas,McClounan,smcclounanr1@seesaa.net,5/13/2024,ENTREGA_TARJETAS,97
LE,3180530413,Dedie,Walworche,dwalworcher2@rakuten.co.jp,8/22/2023,REDISTRIBUCION_VIANDAS,90
LE,7472393657,Trstram,Hixson,thixsonr3@amazon.co.jp,2/20/2024,DINERO,34
DNI,5968429054,Fayina,Kinset,fkinsetr4@jugem.jp,10/4/2023,DINERO,7
LE,0859719596,Cal,Greatorex,cgreatorexr5@sciencedaily.com,5/4/2023,DINERO,7
LE,9855111672,Merell,Norres,mnorresr6@aboutads.info,12/5/2023,REDISTRIBUCION_VIANDAS,60
LC,4472930900,Kelbee,Liveley,kliveleyr7@utexas.edu,9/18/2023,REDISTRIBUCION_VIANDAS,42
DNI,9051785771,Gunilla,Brownell,gbrownellr8@answers.com,4/11/2023,DONACION_VIANDAS,57
DNI,1240845197,D'arcy,Maior,dmaiorr9@imageshack.us,4/25/2024,DONACION_VIANDAS,57
LE,5837013598,Cynthia,Emms,cemmsra@army.mil,5/30/2024,ENTREGA_TARJETAS,73
DNI,6032788369,Kent,Rubinovitch,krubinovitchrb@webeden.co.uk,5/9/2024,DONACION_VIANDAS,95
LE,9160175931,Harwilll,Wudeland,hwudelandrc@oracle.com,11/14/2023,DONACION_VIANDAS,50
DNI,4660321576,Damita,Glas,dglasrd@shutterfly.com,10/12/2023,REDISTRIBUCION_VIANDAS,22
DNI,2997751128,Gallagher,Josipovitz,gjosipovitzre@walmart.com,10/1/2023,REDISTRIBUCION_VIANDAS,79
LC,5334372083,Brittan,Bidewel,bbidewelrf@yelp.com,9/6/2023,REDISTRIBUCION_VIANDAS,67
LE,6124301024,Roxi,Linstead,rlinsteadrg@topsy.com,1/5/2024,DONACION_VIANDAS,71
LE,4553713063,Carolynn,Janson,cjansonrh@lycos.com,1/10/2024,DINERO,98
LC,9696150334,Al,Tuplin,atuplinri@webnode.com,2/3/2023,ENTREGA_TARJETAS,49
LC,6580713453,Abelard,Barratt,abarrattrj@fc2.com,4/23/2023,DONACION_VIANDAS,43
LC,7961452656,Cathe,De Lisle,cdelislerk@wikia.com,1/20/2024,DINERO,92
LE,4778256557,Jeanie,Grealy,jgrealyrl@economist.com,5/24/2023,DONACION_VIANDAS,52
LC,8941685648,Nerte,Gave,ngaverm@usnews.com,7/20/2023,DINERO,41
DNI,5500776584,Herc,Salatino,hsalatinorn@msn.com,12/29/2023,DINERO,4
LC,8040910412,Rosaline,Monkman,rmonkmanro@booking.com,6/1/2023,ENTREGA_TARJETAS,54
LC,5704469299,Milo,Mitham,mmithamrp@blinklist.com,9/7/2024,REDISTRIBUCION_VIANDAS,49
LE,1563388383,Constance,MacRirie,cmacririerq@sakura.ne.jp,8/10/2023,DINERO,51
LC,5064959540,Chryste,Murie,cmurierr@telegraph.co.uk,12/5/2023,DONACION_VIANDAS,44
